City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Akdepe,TM,42.0551,59.3788,42.8,33,0,13.8,clear sky
348,Moyale,KE,3.5167,39.0584,66.87,85,100,4.85,light rain
349,Lloro,CO,5.4961,-76.5495,74.01,98,100,1.19,overcast clouds
350,Havoysund,NO,70.9963,24.6622,33.8,75,75,8.05,broken clouds
351,Motygino,RU,58.1831,94.7592,24.93,80,11,3.71,few clouds
352,Luderitz,NA,-26.6481,15.1594,66.96,67,35,9.17,scattered clouds
353,Namie,JP,37.4833,141.0,70.0,23,0,3.0,clear sky
354,Mahajanga,MG,-15.7167,46.3167,75.2,83,40,4.61,scattered clouds
355,Ozinki,RU,51.1786,49.6769,41.92,76,100,12.77,overcast clouds
356,Prince Rupert,CA,54.3161,-130.3201,50.0,71,1,9.22,clear sky
357,Effium,NG,6.6292,8.0593,82.4,74,40,3.44,light rain
358,Touros,BR,-5.1989,-35.4608,78.8,89,20,4.61,few clouds
359,Srednekolymsk,RU,67.45,153.6833,32.49,98,52,12.35,broken clouds
360,Jhanjharpur,IN,26.2667,86.2833,82.85,33,100,7.94,overcast clouds
361,Palu,ID,-0.8917,119.8707,87.73,57,24,0.2,few clouds
362,Luebo,CD,-5.35,21.4167,69.08,99,94,1.59,overcast clouds
363,Gisborne,NZ,-38.6533,178.0042,64.99,65,29,1.99,scattered clouds
364,Sorland,NO,67.667,12.6934,35.37,46,44,2.66,scattered clouds
365,Christchurch,NZ,-43.5333,172.6333,64.99,59,0,6.91,clear sky
366,Monrovia,LR,6.3005,-10.7969,80.11,82,100,5.91,moderate rain
367,Kavieng,PG,-2.5744,150.7967,83.77,71,78,8.12,broken clouds
368,Ugoofaaru,MV,5.6667,73.0,82.56,73,27,10.07,scattered clouds
369,Zhicheng,CN,30.2956,111.5047,66.0,78,29,3.71,scattered clouds
370,Vestmannaeyjar,IS,63.4427,-20.2734,44.29,79,100,13.27,overcast clouds
371,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.4,84,0,17.13,clear sky
372,Cartagena,CO,10.3997,-75.5144,82.4,78,20,11.5,few clouds
373,Ampanihy,MG,-24.7,44.75,65.34,97,25,6.53,scattered clouds
374,Dakar,SN,14.6937,-17.4441,68.0,94,100,6.91,overcast clouds
375,Bubaque,GW,11.2833,-15.8333,78.12,68,88,14.99,overcast clouds
376,Ukiah,US,39.1502,-123.2078,77.0,22,1,9.22,clear sky
377,Evensk,RU,61.95,159.2333,31.78,79,100,6.62,overcast clouds
378,Bud,US,39.447,-86.1758,39.0,73,64,7.43,broken clouds
379,Sredniy Ikorets,RU,51.0675,39.7584,41.25,92,17,4.9,few clouds
380,Qasigiannguit,GL,68.8193,-51.1922,28.4,50,34,18.41,scattered clouds
381,Erenhot,CN,43.6475,111.9767,59.27,60,100,9.37,overcast clouds
382,Saint Anthony,US,45.0205,-93.218,42.01,52,90,5.75,overcast clouds
383,Ribeira Brava,PT,32.65,-17.0667,63.0,88,95,5.01,overcast clouds
384,Caravelas,BR,-17.7125,-39.2481,73.65,91,100,2.8,overcast clouds
385,Soe,ID,-9.8607,124.284,75.27,65,62,1.68,broken clouds
386,Olinda,BR,-8.0089,-34.8553,80.6,74,40,5.75,scattered clouds
387,Yasenskaya,RU,46.3592,38.269,47.64,92,12,5.79,few clouds
388,Namuac,PH,18.6109,121.1657,78.46,88,100,14.52,overcast clouds
389,Ambilobe,MG,-13.2,49.05,72.55,82,98,3.02,overcast clouds
390,Flin Flon,CA,54.7682,-101.865,47.1,66,9,6.4,clear sky
391,Gimli,CA,50.6336,-96.9907,39.2,56,7,12.66,clear sky
392,Grand Gaube,MU,-20.0064,57.6608,77.0,85,96,3.0,overcast clouds
393,Mehamn,NO,71.0357,27.8492,35.51,76,100,9.51,overcast clouds
394,Havelock,US,34.8791,-76.9013,69.8,42,75,21.85,broken clouds
395,Atar,MR,20.5169,-13.0499,78.62,15,0,8.1,clear sky
396,Cayenne,GF,4.9333,-52.3333,77.0,94,75,4.61,broken clouds
397,Ovalle,CL,-30.5983,-71.2003,63.5,66,100,2.1,overcast clouds
398,Namatanai,PG,-3.6667,152.4333,81.07,77,100,4.59,overcast clouds
399,Chartres,FR,48.4167,1.5,45.0,87,2,4.0,clear sky
400,Krasnyy Chikoy,RU,50.3643,108.7512,33.13,41,100,5.35,overcast clouds
401,Ulladulla,AU,-35.35,150.4667,62.6,34,0,19.57,clear sky
402,Luau,AO,-10.7073,22.2247,65.57,84,100,3.4,overcast clouds
403,Batouri,CM,4.4333,14.3667,67.75,88,100,2.21,overcast clouds
404,Manitowoc,US,44.0667,-87.8001,33.01,93,90,8.05,light snow
405,Natalicio Talavera,PY,-25.6333,-56.3,68.14,55,0,5.03,clear sky
406,Muscle Shoals,US,34.7448,-87.6675,50.0,40,1,3.44,clear sky
407,Polewali,ID,-3.4324,119.3435,83.64,68,82,2.59,broken clouds
408,San Patricio,US,28.017,-97.5169,66.2,67,20,12.66,few clouds
409,Ixtapa,MX,20.7,-105.2,78.8,78,40,10.36,scattered clouds
410,Itaituba,BR,-4.2761,-55.9836,74.05,98,99,1.57,overcast clouds
411,Irtyshskiy,RU,58.3333,68.1333,32.22,73,5,8.68,clear sky
412,Mocuba,MZ,-16.8392,36.9856,69.01,99,94,4.12,overcast clouds
413,Sabha,LY,27.0377,14.4283,76.53,18,100,23.8,overcast clouds
414,Zaozerne,UA,45.1582,33.2787,46.99,67,5,7.99,clear sky
415,Shumskiy,RU,54.8318,99.1328,27.18,67,100,3.65,overcast clouds
416,Ust-Uda,RU,54.1742,103.0304,27.7,57,69,5.37,broken clouds
417,Avera,US,33.194,-82.5271,55.4,33,1,13.8,clear sky
418,Sidney,AU,-33.8679,151.2073,66.0,36,0,13.8,clear sky
419,Badou,TG,7.5833,0.6,73.81,91,100,3.33,light rain
420,Nushki,PK,29.5542,66.0215,67.77,24,0,5.44,clear sky
421,San Javier,ES,37.8063,-0.8374,62.01,88,75,8.05,broken clouds
422,Dubbo,AU,-32.25,148.6167,59.0,33,0,11.5,clear sky
423,Camacari,BR,-12.6975,-38.3242,77.0,94,75,3.44,light rain
424,Vardo,NO,70.3705,31.1107,37.15,93,100,23.22,overcast clouds
425,The Valley,AI,18.217,-63.0578,79.0,78,20,11.5,few clouds
426,Harnosand,SE,62.6323,17.9379,33.8,80,90,20.71,light snow
427,Kutum,SD,14.2,24.6667,75.49,12,95,9.66,overcast clouds
428,Tahoua,NE,14.8888,5.2692,91.4,27,0,4.61,clear sky
429,Trairi,BR,-3.2778,-39.2689,76.35,82,91,2.44,overcast clouds
430,Stephenville,US,32.2207,-98.2023,53.6,40,90,4.61,overcast clouds
431,Cockburn Town,TC,21.4612,-71.1419,78.31,79,5,19.93,clear sky
432,Bowen,AU,-20.0167,148.2333,77.0,78,90,8.05,overcast clouds
433,Zhangjiakou,CN,40.81,114.8794,52.7,48,100,6.46,light rain
434,Arenapolis,BR,-14.4503,-56.8461,74.95,74,18,2.89,few clouds
435,Rio Branco,BR,-9.9747,-67.81,75.2,100,20,4.61,few clouds
436,Olafsvik,IS,64.8945,-23.7142,41.97,86,100,9.64,overcast clouds
437,Bolotnoye,RU,55.6717,84.3981,26.13,79,41,10.83,scattered clouds
438,Kodinsk,RU,58.6881,99.1844,24.78,68,0,0.58,clear sky
439,Charlestown,AU,-32.95,151.6667,66.0,59,0,9.46,clear sky
440,Salinopolis,BR,-0.6136,-47.3561,78.35,85,100,5.88,overcast clouds
441,Boyolangu,ID,-8.1181,111.8935,78.96,73,17,4.32,few clouds
442,Desbiens,CA,48.4178,-71.9495,30.2,54,90,11.5,overcast clouds
443,Viedma,AR,-40.8135,-62.9967,63.9,89,100,7.29,moderate rain
444,Praia,CV,14.9215,-23.5087,70.39,79,99,14.36,overcast clouds
445,Prachuap Khiri Khan,TH,12.2167,99.75,88.0,70,20,1.14,few clouds
446,Tiksi,RU,71.6872,128.8694,10.71,82,99,10.29,overcast clouds
447,Kungurtug,RU,50.5994,97.5228,25.0,92,100,1.48,light snow
448,Qui Nhon,VN,13.7667,109.2333,80.2,79,100,2.04,overcast clouds
449,Vagur,FO,61.4732,-6.8119,43.45,70,100,14.72,overcast clouds
450,Tairua,NZ,-37.0167,175.85,71.01,58,100,4.0,overcast clouds
451,Kanigoro,ID,-8.13,112.219,79.27,67,13,6.98,few clouds
452,Narsaq,GL,60.9167,-46.05,48.2,27,75,34.52,broken clouds
453,Poopo,BO,-18.3667,-66.9667,49.03,22,7,7.18,clear sky
454,Kisangani,CD,0.5167,25.2,69.46,96,100,2.28,overcast clouds
455,Milas,TR,37.3164,27.7839,44.6,93,0,2.3,clear sky
456,Axim,GH,4.8699,-2.2405,81.21,82,32,6.89,scattered clouds
457,Kualakapuas,ID,-3.0091,114.3876,80.6,89,0,2.3,clear sky
458,Winburg,ZA,-28.518,27.0093,51.85,56,65,2.68,broken clouds
459,Turbat,PK,26.0023,63.044,80.64,34,1,3.49,clear sky
460,Camacha,PT,33.0833,-16.3333,66.2,88,75,8.05,broken clouds
461,Hofn,IS,64.2539,-15.2082,40.68,58,100,4.76,overcast clouds
462,Leca Da Palmeira,PT,41.191,-8.7003,59.0,94,75,5.75,broken clouds
463,Mega,ET,4.05,38.3,59.83,87,91,6.06,overcast clouds
464,Bani Walid,LY,31.7566,13.9942,62.8,32,0,9.19,clear sky
465,Iquique,CL,-20.2208,-70.1431,68.0,60,75,11.5,broken clouds
466,Coihaique,CL,-45.5752,-72.0662,42.8,70,20,2.3,few clouds
467,Radeberg,DE,51.1167,13.9167,44.01,52,75,13.8,broken clouds
468,Quelimane,MZ,-17.8786,36.8883,73.4,94,75,4.61,light rain
469,Bundaberg,AU,-24.85,152.35,73.0,56,75,5.75,broken clouds
470,Leh,IN,34.1667,77.5833,28.31,94,100,4.21,light snow
471,Kattivakkam,IN,13.2167,80.3167,82.4,83,20,2.3,mist
472,Pangai,TO,-19.8,-174.35,84.2,74,20,11.5,few clouds
473,Boa Vista,BR,2.8197,-60.6733,84.2,58,0,8.05,clear sky
474,Amazar,RU,53.858,120.875,35.62,49,100,12.28,overcast clouds
475,Rovaniemi,FI,66.5,25.7167,35.6,51,0,6.91,clear sky
476,Manicore,BR,-5.8092,-61.3003,77.0,100,0,1.14,clear sky
477,Lazaro Cardenas,MX,17.9583,-102.2,77.95,56,0,6.49,clear sky
478,Manihari,IN,25.35,87.6333,84.33,51,98,5.32,overcast clouds
479,Nizwa,OM,22.9333,57.5333,75.76,23,0,3.04,clear sky
480,Sistranda,NO,63.7256,8.834,35.6,87,20,12.66,few clouds
481,Talnakh,RU,69.4865,88.3972,15.6,95,100,11.14,snow
482,Ishigaki,JP,24.3448,124.1572,75.2,94,75,16.11,broken clouds
483,Anaco,VE,9.4389,-64.4728,83.08,52,94,10.02,overcast clouds
484,Halifax,CA,44.6453,-63.5724,50.0,87,75,8.05,broken clouds
485,Rockport,US,28.0206,-97.0544,64.4,72,1,13.8,clear sky
486,Kiama,AU,-34.6833,150.8667,66.0,46,0,8.01,clear sky
487,Marrakesh,MA,31.6315,-8.0083,59.0,72,0,4.61,clear sky
488,Esperanza,DO,19.5847,-70.9849,81.0,71,12,5.01,few clouds
489,Alta Floresta,BR,-9.8756,-56.0861,75.2,100,0,1.14,clear sky
490,Qaqortoq,GL,60.7167,-46.0333,48.2,27,75,34.52,broken clouds
491,Kieta,PG,-6.2167,155.6333,84.38,71,55,3.58,light rain
492,Lata,PT,40.1629,-8.3327,55.99,95,96,1.01,overcast clouds
493,Dimbokro,CI,6.6451,-4.7048,75.36,91,12,3.29,light rain
494,Wanlaweyn,SO,2.6185,44.8938,75.85,84,100,9.82,light rain
495,Kaifeng,CN,34.7911,114.3483,59.0,77,75,8.95,mist
496,Lompoc,US,34.6391,-120.4579,53.6,76,31,9.22,scattered clouds
497,Maceio,BR,-9.6658,-35.7353,77.0,94,0,3.44,clear sky
498,Jepara,ID,-5.1695,105.7044,81.25,73,10,2.53,clear sky
499,Weyburn,CA,49.6668,-103.8511,55.4,18,5,10.36,clear sky
500,Oktyabrskiy,RU,54.4815,53.471,38.3,95,100,15.37,light rain
501,Kangaatsiaq,GL,68.3065,-53.4641,19.29,84,86,11.48,overcast clouds
502,Manoel Urbano,BR,-8.8389,-69.2597,73.22,98,18,2.51,few clouds
503,Freeport,US,40.6576,-73.5832,43.0,49,75,27.63,broken clouds
504,Gariaband,IN,20.635,82.0614,77.27,55,59,3.04,broken clouds
505,Lac Du Bonnet,CA,50.2536,-96.0612,40.82,66,13,3.87,few clouds
506,Blagoveshchenka,RU,52.8333,79.8667,29.88,78,19,13.58,few clouds
507,Taoudenni,ML,22.6783,-3.9836,87.15,8,0,9.62,clear sky
508,Rawlins,US,41.7911,-107.2387,37.4,38,1,13.8,clear sky
509,Aleksandro-Nevskiy,RU,53.4751,40.2095,43.0,82,99,6.69,overcast clouds
510,Micheweni,TZ,-4.9667,39.8333,77.92,86,100,12.91,light rain
511,Socorro,US,31.6546,-106.3033,71.6,18,40,16.11,scattered clouds
512,Huilong,CN,31.8111,121.655,71.01,75,68,20.0,broken clouds
513,Margate,GB,51.3813,1.3862,43.0,68,23,5.01,few clouds
514,Bonito,BR,-21.1211,-56.4819,69.12,44,0,1.68,clear sky
515,Adre,TD,13.4667,22.2,81.07,10,97,8.1,overcast clouds
516,Linjiang,CN,41.8069,126.9078,69.55,36,100,1.83,overcast clouds
517,Ostrovnoy,RU,68.0531,39.5131,35.64,95,100,8.12,overcast clouds
518,Smithfield,US,41.922,-71.5495,45.0,87,90,14.97,overcast clouds
519,Gat,IL,31.61,34.7642,62.01,77,10,6.35,clear sky
520,Manakara,MG,-22.1333,48.0167,68.94,93,43,4.54,scattered clouds
521,Karratha,AU,-20.7377,116.8463,84.45,24,2,19.04,clear sky
522,Marsa Matruh,EG,31.3525,27.2453,60.8,67,75,6.91,broken clouds
523,Mizdah,LY,31.4451,12.9801,63.43,33,0,12.5,clear sky
524,Pemangkat,ID,1.1667,108.9667,80.51,83,20,3.89,few clouds
525,Awassa,ET,7.05,38.4667,62.37,75,100,4.16,light rain
526,Darnah,LY,32.767,22.6367,57.43,71,5,3.33,clear sky
527,Denpasar,ID,-8.65,115.2167,82.4,69,20,5.75,few clouds
528,Andenes,NO,69.3143,16.1194,32.0,86,90,8.05,overcast clouds
529,Ygatimi,PY,-24.0833,-55.5,67.91,59,0,4.7,clear sky
530,Traiguen,CL,-38.25,-72.6833,50.67,86,78,5.37,broken clouds
531,Olecko,PL,54.0337,22.507,41.63,84,89,10.16,overcast clouds
532,Ilulissat,GL,69.2167,-51.1,28.4,50,45,18.41,scattered clouds
533,Kenora,CA,49.8167,-94.4337,39.2,52,20,4.61,few clouds
534,Hovd,MN,48.0056,91.6419,29.21,79,100,3.09,overcast clouds
535,Niteroi,BR,-22.8833,-43.1036,72.0,94,40,1.14,scattered clouds
536,Matara,LK,5.9485,80.5353,77.54,88,99,6.29,overcast clouds
537,Owando,CG,-0.4819,15.8999,71.47,97,81,0.6,broken clouds
538,Launceston,AU,-41.45,147.1667,61.0,54,90,18.41,overcast clouds
539,Nome,US,64.5011,-165.4064,42.8,42,1,9.22,clear sky
540,Berlevag,NO,70.8578,29.0864,36.32,69,100,14.56,overcast clouds
541,Port Macquarie,AU,-31.4333,152.9167,69.01,50,1,1.01,clear sky
542,Valparaiso,CL,-33.0393,-71.6273,59.0,94,0,6.04,clear sky
543,Zilair,RU,52.2332,57.4392,35.49,72,100,4.79,light rain
544,Dzerzhinsk,RU,56.2389,43.4631,41.0,100,90,11.18,overcast clouds
545,Abu Samrah,SY,35.3029,37.1841,55.44,56,5,4.41,clear sky
546,Wattegama,LK,6.7989,81.4808,75.2,100,20,2.3,few clouds
547,Vila,PT,42.0304,-8.1588,55.0,100,75,6.91,light rain
548,Beatrice,US,40.2681,-96.747,42.8,39,1,3.58,clear sky
549,Kwinana,AU,-32.25,115.7667,66.2,63,100,10.36,overcast clouds
550,Buchanan,LR,5.8808,-10.0467,79.29,87,96,4.81,light rain
551,Biak,ID,-0.9131,122.8766,81.91,72,50,4.85,scattered clouds
552,Constitucion,CL,-35.3333,-72.4167,56.3,93,92,4.05,overcast clouds
553,Tiznit,MA,29.5833,-9.5,57.6,82,63,3.87,broken clouds
554,Sinnamary,GF,5.3833,-52.95,77.25,89,100,12.28,overcast clouds
555,Zhengjiatun,CN,43.5064,123.5064,65.75,19,100,14.97,light rain
556,Requena,ES,39.4883,-1.1004,55.0,99,100,1.01,light rain
557,Egvekinot,RU,66.3167,-179.1667,30.67,85,100,1.3,overcast clouds
558,Alofi,NU,-19.0595,-169.9187,86.0,66,75,10.36,broken clouds
559,Rio Gallegos,AR,-51.6226,-69.2181,33.8,64,0,9.22,clear sky
560,Clyde River,CA,70.4692,-68.5914,12.2,92,40,3.44,scattered clouds
561,Beringovskiy,RU,63.05,179.3167,28.67,73,6,4.07,clear sky
562,Waipawa,NZ,-41.4122,175.5153,66.2,59,20,13.8,few clouds
563,Rafaela,AR,-31.2503,-61.4867,68.0,76,100,1.99,moderate rain
564,Siva,EG,29.2041,25.5195,62.04,51,6,11.1,clear sky
565,Caceres,ES,39.522,-6.3748,53.17,97,100,6.62,overcast clouds
566,Gasa,PS,31.5,34.4667,62.01,88,20,2.3,few clouds
567,Lingao,CN,19.9103,109.6859,79.61,76,0,6.06,clear sky
568,Natal,BR,-5.795,-35.2094,80.6,83,40,4.61,scattered clouds
569,Manado,ID,1.487,124.8455,87.8,62,20,1.14,few clouds
570,Takoradi,GH,4.8845,-1.7554,80.92,83,15,6.53,few clouds
571,Husavik,IS,66.0449,-17.3389,37.4,93,0,3.44,clear sky
572,Deputatskiy,RU,69.3,139.9,11.1,80,100,4.47,overcast clouds
573,Cajamar,BR,-23.3519,-46.8813,64.4,82,75,9.22,broken clouds
574,Ormara,PK,25.2088,64.6357,80.64,70,0,5.46,clear sky
575,Alice Springs,AU,-23.7,133.8833,73.99,24,0,11.5,clear sky
576,Asau,RO,46.4333,26.4,44.01,55,0,6.04,clear sky
577,Sovetskiy,RU,61.3614,63.5842,36.88,82,92,8.61,overcast clouds
578,Nurota,UZ,40.5614,65.6886,44.6,70,10,4.61,clear sky
579,Sarakhs,IR,36.5449,61.1577,60.8,44,0,2.3,clear sky
580,Nara,JP,34.6851,135.8049,68.0,29,0,1.14,clear sky
581,Harper,LR,4.375,-7.7169,80.76,82,39,6.91,scattered clouds
582,Puerto Baquerizo Moreno,EC,-0.9,-89.6,76.17,88,47,10.4,scattered clouds
583,Tapes,BR,-30.6733,-51.3958,70.23,67,85,16.24,overcast clouds
584,Kletskaya,RU,49.3145,43.0584,43.0,93,5,1.01,clear sky
585,Arys,KZ,42.4252,68.795,42.8,70,0,4.47,clear sky
586,North Bend,US,43.4065,-124.2243,51.8,82,90,17.27,overcast clouds
587,Skibbereen,IE,51.55,-9.2667,48.2,87,40,12.66,scattered clouds
588,Gobabis,NA,-22.45,18.9667,57.67,44,100,11.27,overcast clouds
589,Moindou,NC,-21.6924,165.677,78.8,73,90,8.05,overcast clouds
590,Huron,US,41.1501,-82.5499,33.01,85,93,1.01,light snow
591,Gallup,US,35.5281,-108.7426,64.4,10,1,19.57,clear sky
592,Kaduna,NG,10.5222,7.4383,75.69,69,100,3.65,light rain
593,Troitsko-Pechorsk,RU,62.7084,56.1964,38.21,81,100,9.22,overcast clouds
594,Kati,ML,12.7441,-8.0726,87.8,55,20,5.75,few clouds
595,Sarkand,KZ,45.41,79.9186,26.71,78,36,5.35,scattered clouds
596,Makarov,RU,48.6333,142.8,38.88,83,16,3.69,few clouds
597,Miandrivazo,MG,-19.5167,45.4667,75.15,85,80,2.06,broken clouds
598,Boueni,YT,-12.9025,45.0761,82.4,78,75,11.5,moderate rain
599,Khilok,RU,51.3674,110.4676,32.65,45,80,5.28,broken clouds
600,Brufut,GM,13.3814,-16.7518,68.0,94,75,13.8,broken clouds
601,Dingle,PH,10.9995,122.6711,87.1,60,100,14.18,overcast clouds
602,North Myrtle Beach,US,33.816,-78.68,71.6,30,1,9.22,clear sky
603,Homer,US,59.6425,-151.5483,52.0,54,1,4.61,clear sky
604,Nicolas Bravo,MX,18.45,-88.9167,84.2,74,20,13.8,few clouds
605,Constantine,DZ,36.365,6.6147,51.8,66,40,5.75,scattered clouds
606,Chynadiyovo,UA,48.4818,22.8217,43.0,91,99,5.01,overcast clouds
607,Mayo,US,38.8876,-76.5119,46.4,46,1,10.36,clear sky
608,Yar-Sale,RU,66.8333,70.8333,33.57,93,100,11.54,overcast clouds
609,Keti Bandar,PK,24.1447,67.4497,79.83,73,0,9.91,clear sky
610,Manokwari,ID,-0.8667,134.0833,83.08,67,64,2.06,light rain
611,Ust-Nera,RU,64.5667,143.2,23.83,66,3,7.61,clear sky
612,Saint-Augustin,CA,51.226,-58.6502,37.54,81,100,6.44,overcast clouds
613,Haines Junction,CA,60.7522,-137.5108,46.4,21,3,4.61,clear sky
614,Roald,NO,62.5833,6.1333,37.4,87,90,8.05,light snow
615,Pyay,MM,18.8167,95.2167,85.37,62,8,5.64,clear sky
616,Yatou,CN,37.15,122.3833,54.37,72,100,9.01,light rain
617,Xinxiang,CN,35.3089,113.8672,59.23,69,11,4.9,few clouds
618,Ekibastuz,KZ,51.6667,75.3667,27.99,73,8,11.72,clear sky
619,Bilibino,RU,68.0546,166.4372,29.05,72,41,3.04,scattered clouds
620,Kandiari,PK,26.9156,68.5216,81.84,31,0,9.53,clear sky
621,Coroico,BO,-16.1889,-67.7271,39.2,75,20,8.05,few clouds
622,Karwar,IN,14.8,74.1333,77.63,81,100,5.28,overcast clouds
623,Oriximina,BR,-1.7656,-55.8661,76.35,88,95,1.88,overcast clouds
624,Nuevo Laredo,MX,27.4763,-99.5164,75.2,38,75,10.36,broken clouds
625,Matane,CA,48.8286,-67.522,33.8,93,100,2.3,snow
626,Balkhash,KZ,46.844,74.9804,35.6,69,20,8.95,few clouds
627,Diego De Almagro,CL,-26.3667,-70.05,60.13,55,100,1.39,overcast clouds
628,Kondinskoye,RU,59.6481,67.41,32.88,78,23,8.43,few clouds
629,Svetlyy,RU,54.675,20.1347,41.0,75,0,8.95,clear sky
630,Santa Maria,BR,-29.6842,-53.8069,68.0,83,0,10.36,clear sky
631,Tibiri,NE,13.5627,7.0485,86.86,30,100,5.97,overcast clouds
632,Caborca,MX,30.5838,-111.101,82.0,15,88,7.0,overcast clouds
633,Gbadolite,CD,4.2833,21.0167,70.0,90,100,0.54,overcast clouds
634,Aykhal,RU,66.0,111.5,17.83,90,99,13.73,overcast clouds
635,Tamiahua,MX,21.2667,-97.45,73.85,78,29,9.6,scattered clouds
636,Hudson Bay,CA,52.85,-102.3842,50.99,45,9,6.33,clear sky
637,Kristiinankaupunki,FI,62.2743,21.376,37.6,74,96,7.52,overcast clouds
638,Nuevo Progreso,MX,23.1667,-97.95,73.0,83,54,4.0,broken clouds
639,Salinas,US,36.6777,-121.6555,53.6,76,90,9.22,overcast clouds
640,Beloha,MG,-25.1667,45.05,68.34,90,33,10.78,scattered clouds
641,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,66.29,75,0,13.42,clear sky
642,Staryy Nadym,RU,65.6118,72.6842,31.46,95,100,11.1,overcast clouds
643,Villefranche-De-Rouergue,FR,44.3333,2.0,44.6,76,0,10.36,clear sky
644,Hutchinson,US,38.0608,-97.9298,48.2,37,40,3.44,scattered clouds
645,Champerico,GT,14.3,-91.9167,75.2,94,90,4.61,overcast clouds
646,Abashiri,JP,44.0213,144.2697,35.01,86,75,13.8,broken clouds
647,Arlit,NE,18.7369,7.3853,85.33,21,96,9.17,overcast clouds
648,Brae,GB,60.3964,-1.353,42.8,70,75,10.36,broken clouds
649,Carbondale,US,37.7273,-89.2168,48.2,49,90,4.61,overcast clouds
650,Nieuw Amsterdam,SR,5.8833,-55.0833,78.8,83,20,4.61,few clouds
651,Cafelandia,BR,-21.8025,-49.61,64.72,68,0,7.81,clear sky
652,Paicol,CO,2.4496,-75.775,68.65,89,16,4.16,few clouds
653,Townsville,AU,-19.25,146.8,77.0,88,75,12.66,light rain
654,Port Lincoln,AU,-34.7333,135.8667,61.02,60,100,13.02,overcast clouds
655,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.94,95,66,0.47,broken clouds
656,Wonthaggi,AU,-38.6044,145.5913,57.0,76,99,18.41,overcast clouds
657,Svetlogorsk,BY,52.6333,29.7333,41.4,93,36,6.8,scattered clouds
658,Ballina,AU,-28.8667,153.5667,71.6,56,100,10.36,overcast clouds
659,Itoman,JP,26.1247,127.6694,69.8,88,75,17.27,broken clouds
660,Manta,EC,-0.95,-80.7333,77.0,83,75,3.44,broken clouds
661,Ahuimanu,US,21.4447,-157.8378,87.8,73,40,9.22,scattered clouds
662,Anamur,TR,36.0751,32.8369,55.4,88,0,4.61,clear sky
663,Opuwo,NA,-18.0607,13.84,67.28,34,24,10.87,few clouds
664,Talcahuano,CL,-36.7167,-73.1167,55.4,88,40,6.91,scattered clouds
665,Morondava,MG,-20.2833,44.2833,75.29,66,18,6.08,few clouds
666,Smithers,CA,54.7804,-127.1743,59.0,26,40,13.8,scattered clouds
667,Korla,CN,41.7597,86.1469,59.83,29,100,13.47,overcast clouds
668,Mountain Home,US,43.133,-115.6912,64.4,14,1,12.66,clear sky
669,Kudahuvadhoo,MV,2.6708,72.8944,82.04,68,86,6.64,overcast clouds
670,Vadso,NO,70.0744,29.7487,35.6,87,90,11.5,overcast clouds
671,San Rafael Del Sur,NI,11.8485,-86.4384,80.6,89,40,6.91,scattered clouds
672,Broken Hill,AU,-31.95,141.4333,62.6,42,0,12.66,clear sky
673,Vendome,FR,47.8,1.0667,48.0,87,3,8.05,mist
674,Samastipur,IN,25.85,85.7833,83.95,33,100,9.89,overcast clouds
675,Canoinhas,BR,-26.1772,-50.39,56.98,98,81,3.27,broken clouds
676,Rocha,UY,-34.4833,-54.3333,63.73,75,0,11.99,clear sky
677,Skjervoy,NO,70.0311,20.9714,36.5,58,100,15.03,overcast clouds
678,Lavrentiya,RU,65.5833,-171.0,32.7,74,40,0.81,scattered clouds
679,Eunice,US,30.4944,-92.4176,59.0,47,1,5.75,clear sky
680,Kathu,TH,7.9178,98.3332,87.01,79,20,2.3,few clouds
681,Gusinoye Ozero,RU,51.1144,106.2614,32.77,46,100,8.66,overcast clouds
682,Tessalit,ML,20.1986,1.0114,79.47,9,0,5.97,clear sky
683,Sambava,MG,-14.2667,50.1667,75.45,86,100,11.7,overcast clouds
684,Sterling,US,39.0062,-77.4286,43.0,42,20,13.8,few clouds
685,Skjold,DK,55.7971,9.9397,39.99,80,0,7.0,clear sky
686,Cartagena Del Chaira,CO,1.3349,-74.8429,72.64,89,96,1.59,overcast clouds
687,Terney,RU,45.0503,136.6092,46.94,54,0,5.23,clear sky
688,Domoni,KM,-12.2569,44.5319,80.19,84,99,11.72,light rain
689,Great Yarmouth,GB,52.6083,1.7305,42.01,80,49,2.3,scattered clouds
690,Chabahar,IR,25.2919,60.643,79.99,75,0,4.76,clear sky
691,Amzya,RU,56.2354,54.3868,41.38,82,100,13.27,light rain
692,Barsovo,RU,61.1667,73.1667,26.6,63,0,6.71,clear sky
693,Agadir,MA,30.4202,-9.5982,60.8,82,20,3.96,few clouds
694,Shahjahanpur,IN,27.8833,79.9167,69.06,68,0,5.86,clear sky
695,Serenje,ZM,-13.2325,30.2352,55.2,96,6,4.99,clear sky
696,Luwuk,ID,-0.9516,122.7875,84.06,73,50,4.43,scattered clouds
697,Solnechnyy,RU,50.7214,136.6319,53.56,46,3,9.35,clear sky
698,Kavaratti,IN,10.5669,72.642,83.57,65,34,5.57,scattered clouds
699,Udachnyy,RU,66.4167,112.4,18.75,89,100,5.93,light snow
